"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","RNANominal","ProteinNominal","RNAFDR","ProteinFDR","EvidencePattern","JointNominalP","EvidenceRank"
"GO BP:GO:0006959","GO BP","GO:0006959","humoral immune response",194,-1.3804821228077,0.0138525970967289,0.123950459776654,"94185/103213/20300/14972/66214/17175/15024/20307/240095/12151/12260/17329/12010/96935/16854/317677/22041/18636/20311/17221/23993/57349/67405/216892/18829/53603/232371/12262/12509/545366/12259/15013/12266/18976/19041/16678/14825/12493/20568/20400/15223/57266/58809/18673/15170/67701/67067/83433/12520/21425/15331/71660/18128/67248/19946/20085/14109",53,-1.85406528154918,0.000671806823631766,0.0807620743652458,"12268/110382/18673/14161/12630/12509/15458/14962/12258/53357/12261/15170/14061/12266/67067/14964/22041/12279/94175/12628/13136/16644","Both down",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0138525970967289,1
"GO BP:GO:0016073","GO BP","GO:0016073","snRNA metabolic process",51,1.5156143953626,0.0149839041557742,0.129860502683377,"68510/77065/70422/20841/70885/192657/57432/101861/109077/68276/76781/77634/71957/231571/210925/69882/50912/71793/212139",27,-1.56549802894456,0.0107195343631574,0.315076406713917,"69639/50911/27998/50912/72544/227715/28036/52530/68276/18130/101861/68510/70044","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0149839041557742,1
"GO BP:GO:0007033","GO BP","GO:0007033","vacuole organization",218,1.51810856367421,0.000765020582337176,0.0173953067180898,"11938/66725/225326/98732/70495/65114/56717/64113/77573/245860/214063/17158/14042/77963/228545/71732/75909/216742/76559/11909/12421/68365/226407/18711/228361/73658/94178/74438/71742/20479/223593/320191/74349/54609/67028/72175/11984/76561/67727/227738/11432/54636/74244/20333/19324/15944/242557/51795/51897/117150/56318/116733/68942/12721/67166/56085/18784/80743/114128/192232/11774/209446/100504663/16145/19056/211978/67846/229722/80877/14466/233979",153,1.3989797401513,0.0150513205042752,0.359100399531198,"11432/19338/67166/67526/57436/11840/215890/67841/225326/230103/19164/12751/214063/76308/19063/68942/217379/94178/235180/67064/71900/75608/26889/209446/64143/68118/13844/56085/100226/66615/72175/11774/320191/67028/14339/69834/65114/69150/54609/245860","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0150513205042752,1
"GO BP:GO:0034314","GO BP","GO:0034314","Arp2/3 complex-mediated actin nucleation",43,-1.70195940913966,0.00301057856870273,0.0479877146729903,"23789/101314/242687/76932/68089/544963/74192/67282/74117/56443/330319/76709/11840/68732/242253/99889/20430/245880/234695/107702/68767/11867/19720/67771/27385",37,1.50273618435288,0.0160680301619821,0.359100399531198,"101314/11840/67282/319277/66713/245880/18693/99889/67771/56443/234695/63985/544963/76932/56378","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0160680301619821,1
"GO BP:GO:0051090","GO BP","GO:0051090","regulation of DNA-binding transcription factor activity",419,-1.27870526647204,0.0120683912415861,0.115760111663565,"22218/18013/18012/23947/18032/19697/14368/19106/66824/19055/18211/225471/269209/240354/268749/11745/231162/11705/12359/378425/15368/142980/66743/74039/216877/57320/12042/68943/20375/23892/67405/107607/66083/230738/228607/72512/12922/11924/19766/80280/212085/22416/67245/69504/22029/12523/24088/93679/15894/15163/12034/59016/94353/15162/20679/26417/12389/109552/12879/71099/76681/16973/22772/70312/22393/14056/192176/245527/57265/16189/99311/13198/55927/21416/107869/20747/74735/14747/269881/69097/383619/21803/67588/217410/17846/18148/15223/12322/15258/22036/24105/15903/14283/66200/26563/17984/16173/15468/171285/12335/22773/68576/19206/14362/19720/19130/67087/68235/12633/112405/54612/26443/55982/20807/23991/17986/70461/15184/382056/50868/13051/18760/77006/16179/12759/22031/319757/11651/21833/319555/67916/27050/67025",166,1.3977640013762,0.0161274363103722,0.359100399531198,"223664/227541/16590/14084/70461/52440/56398/68576/57320/20312/231889/54638/14489/14252/11820/18032/19290/12064/16001/67916/22393/12322/57751/27050/12675/12491/13051/21929/19821/107869/23938/67154/16150/77006/432530/15468/15894/12387","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0161274363103722,1
"GO BP:GO:0006749","GO BP","GO:0006749","glutathione metabolic process",60,-2.06327038601614,8.26995828993398e-06,0.000529945610013547,"14871/107869/14778/15926/14870/14854/18024/75475/14866/14869/50887/14859/20655/103140/109801/17986/56615/625249/14862/14867/76263/68312/20511",41,1.61851345020569,0.016227333701837,0.359100399531198,"14872/14862/20511/75475/65106/57320/14863/66071/23887/14782/76263/14866/107869/14860","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.016227333701837,1
"GO BP:GO:0034472","GO BP","GO:0034472","snRNA 3'-end processing",20,1.62498594910925,0.0133357563709364,0.121904954491673,"68510/77065/70422/109077/68276/210925/69882/71793",15,-1.64907966218033,0.018781296239214,0.38497329802776,"66446/210925/69639/50911/27998/72544/227715/68276/18130/68510/70044","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.018781296239214,1
"GO BP:GO:1990845","GO BP","GO:1990845","adaptive thermogenesis",167,-1.34557537350471,0.018672629231173,0.14588566483074,"11770/15171/22260/217166/14683/12896/329003/11739/66834/23882/11423/104158/14783/11668/12683/216850/14373/72674/12389/20869/94187/212933/16189/16592/22229/13198/22228/14747/17202/101631/12608/16173/216190/11555/27399/67092/67460/15107/11363/70673/329910/20203/13819/21833/14609/18128/19116/71111/94282/18429/20249",73,1.45892738130409,0.0190387200848721,0.387287134105385,"20203/94282/66082/230598/16592/26399/16001/108097/333050/18128/19079/11363/22229/12491/18559/67092/209446/216190/664883/384569/229517/240028/14609/15107/232370/329910","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0190387200848721,1
"GO BP:GO:0000462","GO BP","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",33,-1.58123631250896,0.0115914670047698,0.114009715780248,"72515/66467/69499/224823/73736/68966/20055/20116/66481/20085",12,1.66640404024772,0.0191553888271548,0.387287134105385,"20055/104662/21771/20085/108707/213773","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0191553888271548,1
"GO BP:GO:0035725","GO BP","GO:0035725","sodium ion transmembrane transport",162,1.50111831732962,0.00151461074838147,0.0290292767000968,"20265/18795/15165/110876/239556/53416/20541/59033/246317/229706/329152/11928/232975/331004/100102/54338/14169/20272/14167/240332/20273/338370/76376/75607/11735/381290/93692/94253/14411/14412/12291/11931/230899/75785/102680/17999/279561/72821/330953/545622/110893",94,1.48098233713979,0.0193003155338161,0.388451599522236,"11932/232333/14167/56188/20538/103098/93692/11840/20648/56398/54338/238384/330064/57780/279561/15165/11944/94249/20265/102857/18693/94253/338370/98660/114479/54403/83814","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0193003155338161,1
"GO BP:GO:0045814","GO BP","GO:0045814","negative regulation of gene expression, epigenetic",112,1.39276890176187,0.0197036470492656,0.150602333591013,"56637/14897/13433/79221/217827/99982/98999/16468/22083/54343/116848/223828/20586/74355/22715/16905/22589/224826/104271/252870/74522/75339/84505/108989/105203/404634/235682/68729/192119/52615/93762/237339/232187/51869/13626/69260/218973",47,-1.55754838556034,0.0152938712836974,0.359100399531198,"17257/116870/12417/13435/68675/13018/93762/18676/56637/15185/16906/15289/26914/73139/218850/15182/22083/74355/98999/404634/13433/68729/79221/20586/70790/54343","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0197036470492656,1
"GO BP:GO:0006801","GO BP","GO:0006801","superoxide metabolic process",66,-1.57275044230715,0.0121858859708609,0.116251519697957,"93757/13057/17970/13361/68891/17972/22177/16409/17969/21803/14825/14870/16173/18024/14528/20655/18477/14678/12411/11651/18753/17751/11606",31,1.55094401858238,0.0207570530788199,0.40643023530912,"11606/16409/11820/20657/17751/17762/23876/12491","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0207570530788199,1
"GO BP:GO:0099560","GO BP","GO:0099560","synaptic membrane adhesion",36,1.71151953236048,0.00209586544361775,0.0369338065953083,"80883/19266/76965/241568/12563/235086/13640/320873/192167/211323/225875/171171/238205",33,1.55136804387628,0.021390776489513,0.411888198378154,"19266/13602/18189/16400/192167/171171/50791/13640/54725/238205/12563/19280/233067/26416/235086","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.021390776489513,1
"GO BP:GO:0098810","GO BP","GO:0098810","neurotransmitter reuptake",29,-1.67205293169286,0.00499170079696094,0.0662496858910465,"16412/18125/14573/30931/216227/104245/57320/20508/14758/214084/50873/20511/243328/16513",18,1.59244624924123,0.0217126976248823,0.414065598681136,"232333/20511/20538/57320/26889/16412/16416/30931","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0217126976248823,1
"GO BP:GO:0036503","GO BP","GO:0036503","ERAD pathway",107,1.60714217401503,0.00149862756874935,0.0288099796852905,"20338/71472/320011/74126/230249/223455/68292/59025/12745/110616/13666/269695/72607/56228/17156/269523/233040/63958/54609/140630/233038/75212/66967/230815/66861/224109",74,1.47793509891011,0.0239024624192441,0.431365576066785,"56812/22230/66212/14084/230904/64136/22393/226418/56228/74126/14828/56085/217365/66967/76577/23802/67819/30931/54609/20338/226144/75770/67089/56709/75841/223455/64295/12317/52551/66530/14950","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0239024624192441,1
"GO BP:GO:0042255","GO BP","GO:0042255","ribosome assembly",63,-2.5394157586205,1e-10,2.04645161290323e-08,"234384/68077/100503670/69902/67941/110954/75617/20103/20104/68193/105244208/268449/11837/19988/54127/67671/16785/20044/20085/67025/20054/14109",45,1.51386405530252,0.0248486872654448,0.437472844059666,"224619/75617/54127/20085/57837/67671/234384/20103/100503670/268449/226982/16785/66448/66711/16418/19988/217011/68193/20044/14109","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0248486872654448,1
"GO BP:GO:0032928","GO BP","GO:0032928","regulation of superoxide anion generation",28,-1.66257849817629,0.00935290744600385,0.097912285210311,"13057/68891/22177/16409/21803/14825/14870/16173/20655/14678/11651/18753/11606",15,1.63411194236583,0.0249810581770274,0.437472844059666,"11606/16409/11820/17762","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0249810581770274,1
"GO BP:GO:0006090","GO BP","GO:0006090","pyruvate metabolic process",129,1.59483800892707,0.00135482686718401,0.0270283699541364,"56421/11820/15558/108079/235344/56717/228026/107029/18642/13807/15194/68263/16000/19017/433182/27364/15937/18746/11674/15251/16828/56012/18605/13806/236900/18597/26380/18655/18640/18648/235339/16969/19052/319801/227659/20848/16337/20533/21991/74370/22333/13382",85,-1.37463237486311,0.0259446405633616,0.447145995658913,"14430/68263/17436/11474/27402/236900/56717/108099/19052/11674/12183/18648/20533/18641/17425/110119/235344/56421/107029/16832/433182/18439/16889/14751/68636/20185/13808/74370/18605/13382/16548/22333/319801/109264","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0259446405633616,1
"GO BP:GO:0010469","GO BP","GO:0010469","regulation of signaling receptor activity",128,1.33077959242988,0.0259705758085274,0.180259664036431,"11820/19699/74513/11804/246317/16452/26556/17260/238871/50754/231125/100102/11438/23893/192167/72555/269994/19211/19017/216856/54376/244310/15251/12569/75785/19418/232431/19052/18121/81904/72978",82,1.52798147057004,0.0106068285896999,0.315076406713917,"57320/231889/28084/11820/238384/380702/19164/380686/12919/18189/12794/20779/231125/18011/19271/192167/22088/16412/14811/12569/13844/18693/12300","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0259705758085274,1
"GO BP:GO:0032930","GO BP","GO:0032930","positive regulation of superoxide anion generation",24,-1.57251630749013,0.0265474062653623,0.182786236039766,"13057/68891/22177/16409/21803/14825/14870/16173/20655/14678/18753/11606",12,1.62777283893727,0.0258666622109099,0.447145995658913,"11606/16409/11820/17762","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0265474062653623,1
"KEGG:mmu05204","KEGG","mmu05204","Chemical carcinogenesis - DNA adducts",41,-1.93609448595083,0.000323924858116485,0.00454790500795546,"13076/14871/13849/17960/14870/14866/14869/14859/103140/15483/56615/14862/94284/14867/76263/68312",19,1.6395109238897,0.0279776936673898,0.587531567015185,"14872/94284/14862/14863/15483/13849/76263/14866/14860","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0279776936673898,1
"GO BP:GO:0051028","GO BP","GO:0051028","mRNA transport",107,1.3544673068586,0.0281542116003512,0.188331809353666,"19386/54563/234865/234733/13211/319765/170762/445007/15194/22695/103468/54387/107939/235626/72416/21951/231042/17762/14265/223642/170722/23881/68278/19069/53817/269966/108989/107829/227699/69823/103573/16549/227720/15499/100042165/30959/13680/70579/231386/74412/53319/331401/75826",81,-1.43674713088853,0.017411391080663,0.374707320260956,"103573/226747/13680/15382/227699/66118/229279/72124/14265/225027/20926/73826/17149/433702/68278/237082/68092/69482/234865/69736/54194","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0281542116003512,1
"GO BP:GO:0050771","GO BP","GO:0050771","negative regulation of axonogenesis",71,1.41952336458078,0.014031437177777,0.124990034722054,"210108/320027/68585/14083/20346/239667/52822/20347/20563/19211/12550/14567/21960/22129/20355/74132/20351/20357/240057/22418/21838",45,1.50325186689753,0.0282062995249126,0.4675804426013,"21838/19164/17751/65079/52822/240057/13844/14083/20358/19280/20352/20351/20355","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0282062995249126,1
"GO BP:GO:0035019","GO BP","GO:0035019","somatic stem cell population maintenance",80,-1.46946718486393,0.0209450173903409,0.156877438399437,"20375/21415/28077/71950/12193/16973/22061/108098/21416/16878/80288/20481/59024/66999/22421/19712/22601/387609/21907/70673/319757/20674/20682/14184",21,1.5646521487695,0.0291801993662914,0.472595865686939,"26896/16590/14184/16825/110157","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0291801993662914,1
"GO BP:GO:0097479","GO BP","GO:0097479","synaptic vesicle localization",61,1.78552789100901,0.000553909751807654,0.0139444581963006,"66725/104015/26875/11775/70612/11776/20616/108030/20983/192167/20964/18457/13429/228355/19211/12217/226407/103967/216856/64933/19339",53,1.48725301529803,0.0309241924616338,0.483916007412818,"94245/11840/13016/117197/70612/18189/12794/192167/50791/12387/12558/11774/27204/30931/67774/232946/16574/11777/64933/13429/108030/245537/14533/20965/19339/11776","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0309241924616338,1
"GO BP:GO:0035329","GO BP","GO:0035329","hippo signaling",40,-1.72003031864673,0.00281474322742933,0.0455528852928869,"52357/75723/56332/97064/21679/20779/16798/29806/20666/329628/27494/18016/22601/232157/71228/21676/50523",16,1.52066772312234,0.0336265804019155,0.489158570927173,"52357/29806/232157/20779/210274/17169/26416","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0336265804019155,1
"GO BP:GO:0006622","GO BP","GO:0006622","protein targeting to lysosome",29,1.50332128077832,0.0183945140659902,0.145076842509677,"70297/225326/260302/20660/15481/75669/15239/74718/17999/116733/20661/68299/27057/11774/100504663/16867",22,1.50144461562872,0.0337571566339103,0.489158570927173,"17113/225326/20661/260302/16784/15481/11774/68299/19349/116733","Both up",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0337571566339103,1
"GO BP:GO:0006633","GO BP","GO:0006633","fatty acid biosynthetic process",148,-1.52959104334896,0.0027956579278516,0.0453597286298992,"16956/100705/16592/58805/14979/23801/228151/106861/27273/14870/11370/68801/54140/14869/20250/64383/66469/11363/19317/68041/68312/68738/94180/11606/230796/11998/56473/76267/20249",75,1.41804755164968,0.0338774333989661,0.489158570927173,"17319/54447/79464/207952/70316/11606/16592/106861/26420/108097/70757/19215/105787/19079/11363/13244/57874/26922/66469","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0338774333989661,1
"GO BP:GO:0034727","GO BP","GO:0034727","piecemeal microautophagy of the nucleus",10,1.7010587037749,0.0125931858682809,0.118357290590183,"76559/12421/71742/76561/74244/51897",10,-1.65193661054029,0.0345735443543759,0.489158570927173,"76559/22241/51897/71742/12421/76561/74244/329015","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0345735443543759,1
"GO BP:GO:0007409","GO BP","GO:0007409","axonogenesis",479,1.82703759245622,1e-10,2.04645161290323e-08,"18040/210108/399558/320027/18845/80883/93691/68585/99512/11820/13518/76965/330914/13175/67784/11787/14365/22284/14083/231876/21375/77300/382253/241568/56637/19699/20346/18472/17755/77579/230735/18479/12808/11804/268902/319504/320150/69737/73991/245446/20910/13640/24001/108655/18222/80297/244682/353237/17260/239667/50769/230598/13723/235072/12386/15519/52822/20616/53321/21367/170822/16911/20347/14042/268882/18227/20563/18377/380684/19211/53870/12805/269116/11876/229715/11735/53625/12550/14567/15229/13848/69597/12286/20320/319740/21960/12168/67299/16728/104382/19339/22129/54214/21974/20355/74132/13690/110532/16765/228994/20351/17762/67453/171171/17760/12569/14810/78808/83431/106042/19274/20357/11785/76499/19277/240057/226251/22152/53404/22418/21838/211187/225348/12043/74244/13642/117606/75409/18121/58235/223435/18738/217692/230316/13193/70430/18998/99152/99412/18750/12904/18992/76884/27279/16772/13728/20358/20361/230676",317,1.27939408077729,0.034965034965035,0.489158570927173,"21838/238880/23999/13723/319504/18377/22330/18164/19283/230598/56839/67784/14184/11820/18032/12064/67891/19091/230103/16001/19164/237847/381979/245446/11787/17751/21375/14810/18128/23964/226251/17762/22439/65079/18738/12424/20595/52822/19274/170822/171171/230316/16412/382253/240057/56177/13176/330938/12569/13844/19353/384569/13640/14083/432530/210801/18481/20358/16971/13138/12558/11803/26396/50769/19280/217715/224105/20352/13690/70430/20351/20355/243743/11461/14251/229791/12661/75770/12904/18007/16574/18717/268882/13840/12978/68193/13542/228994/68404/17984/13800/12168/11816/93840/21844/15516/13642/245537","Both up",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.034965034965035,1
"GO BP:GO:0000245","GO BP","GO:0000245","spliceosomal complex assembly",45,1.71816196186482,0.00180826695338594,0.0330326729799991,"20817/20815/319586/101739/56504/13046/66877/81898/14007/28000/53817/269254/56758/67684/56195/231386/67996",34,-1.49328915139071,0.0351912640954801,0.489158570927173,"78688/20815/14007/231769/83486/67996/101739/13046/66877/67242/66978/433702/74200","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0351912640954801,1
"KEGG:mmu00480","KEGG","mmu00480","Glutathione metabolism",66,-1.95014479322861,8.22771335055759e-05,0.00180495461627857,"320769/100043497/54486/66988/14873/68396/93673/14871/66116/69049/14778/15926/14870/14854/75475/18263/14866/14869/14859/103140/110175/56615/625249/269951/14862/11758/14867/76263/68312",42,1.47679080430336,0.0354777940883066,0.588184480937715,"14872/11758/14862/75475/14863/23887/382985/14782/66988/66073/76263/14866/16790/14860","Opposite",TRUE,TRUE,TRUE,FALSE,"Both nominal P",0.0354777940883066,1
"KEGG:mmu05031","KEGG","mmu05031","Amphetamine addiction",65,1.3928480840333,0.0371528264636238,0.15128340398789,"12326/53623/14282/14802/19047/11909/18751/18749/14812/12289/12325/14810/19057/12288/20907/21823/18750/78284/14281/108058",44,-1.6159805344055,0.0305433092172997,0.588184480937715,"13195/19045/12912/224129/13488/18750/19046/19047/21823/214084/12288/109731","Opposite",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0371528264636238,1
"GO BP:GO:0019730","GO BP","GO:0019730","antimicrobial humoral response",113,-1.35021626266668,0.0383435582822086,0.23412082169618,"20300/14972/15024/20307/240095/17329/12010/16854/22041/20311/23993/57349/67405/18829/53603/15013/18976/19041/14825/20568/57266/58809/67701/67067/15331/71660/67248/19946/20085/14109",24,-1.56048837313146,0.0343365898641864,0.489158570927173,"53357/14061/67067/14964/22041/94175/16644","Both down",TRUE,TRUE,FALSE,FALSE,"Both nominal P",0.0383435582822086,1
