"FeatureID","GeneName","PearsonR","CorrelationT","Pvalue","MeanExpression","EntrezID"
"ENSMUSG00000087141","Plcxd2",1,Inf,0,10.9546491050315,"433022"
"ENSMUSG00000040724","Kcna2",0.997084221457515,26.1328262753678,1.27402521319601e-05,12.3141958392972,"16490"
"ENSMUSG00000053641","Dennd4a",0.996209810190478,22.9058935032867,2.15210841289331e-05,10.5487226082036,"102442"
"ENSMUSG00000001918","Slc1a5",0.993472632311908,17.4185390309006,6.37707391631888e-05,8.02814880940036,"20514"
"ENSMUSG00000033793","Atp6v1h",0.99076990541398,14.6180415815623,0.000127398791779605,11.8549314320327,"108664"
"ENSMUSG00000022558","Mroh1",0.989771788890823,13.8759776162606,0.000156389434927168,10.3059840076198,"223658"
"ENSMUSG00000031513","Leprotl1",0.988416769913634,13.0257143710483,0.000200479760798858,10.8598716595366,"68192"
"ENSMUSG00000039428","Tmem135",0.988108553476838,12.8527856264281,0.000211268986701001,10.4026357711552,"72759"
"ENSMUSG00000019302","Atp6v0a1",0.987949556232642,12.7661683097152,0.000216944850765126,13.2114447609782,"11975"
"ENSMUSG00000020458","Rtn4",0.987849363142711,12.712456026135,0.00022056001633998,13.8603526945318,"68585"
"ENSMUSG00000021087","Rtn1",0.98719806032701,12.3787223955017,0.000244785436320036,14.4300719732673,"104001"
"ENSMUSG00000032507","Fbxl2",0.987151557380498,12.3558631720453,0.000246563190248548,9.8334999117064,"72179"
"ENSMUSG00000021469","Msx2",0.986556909759172,12.0740251422003,0.000269860317548032,7.57597057031937,"17702"
"ENSMUSG00000031960","Aars1",0.985024764807327,11.4263455704125,0.000334707347944711,11.8707082928389,"234734"
"ENSMUSG00000027087","Itgav",0.985018360144205,11.423847074244,0.000334992988120237,11.1821755460635,"16410"
"ENSMUSG00000035770","Dync1li2",0.984880716431349,11.3705328544178,0.00034116102424808,12.3462558895782,"234663"
"ENSMUSG00000028246","Faxc",0.984842407130998,11.3558226839536,0.000342887684024353,10.0673916149206,"76132"
"ENSMUSG00000034402","Kcnh5",0.984722389372992,11.3100937563683,0.000348325141399339,8.94294544473923,"238271"
"ENSMUSG00000067276","Capn6",0.983584221307724,10.9014804940381,0.000402004841228487,7.77328870911826,"12338"
"ENSMUSG00000026220","Slc16a14",0.983132392778556,10.7507659568633,0.00042437470653504,8.3959957421279,"71781"
"ENSMUSG00000060450","Rnf14",0.98309339874588,10.7380404651966,0.000426333515267604,12.6977282215635,"56736"
"ENSMUSG00000026896","Ifih1",0.982955047308055,10.6932400938556,0.000433319579839576,8.32892519984635,"71586"
"ENSMUSG00000026585","Kifap3",0.982220518913387,10.4641383667393,0.000471354786145573,12.5711109952231,"16579"
"ENSMUSG00000031991","Spata19",0.981354095261574,10.211345149132,0.000518263336626199,7.39707751178022,"75469"
"ENSMUSG00000039509","Nup133",0.981236804429589,10.1784636252998,0.000524783400082771,9.70064390353871,"234865"
"ENSMUSG00000022416","Cacna1i",0.981059750113808,10.1294021736664,0.000534702351673197,11.3417091349716,"239556"
"ENSMUSG00000017446","C1qtnf1",0.980906542698949,10.0874953283705,0.000543359811097311,8.11277415426234,"56745"
"ENSMUSG00000053164","Gpr21",0.980393734496557,9.95078427547531,0.000572840090899268,8.15499780655208,"338346"
"ENSMUSG00000039738","Slx4",0.980107267204384,9.87670361947362,0.000589645242868848,9.4836190915926,"52864"
"ENSMUSG00000028974","Dffa",0.980018918858377,9.85417552188452,0.000594876745962907,10.0383125322606,"13347"
"ENSMUSG00000069539","Scyl2",0.979509231503566,9.72703861569958,0.000625505644550599,9.81156428207844,"213326"
"ENSMUSG00000109765","Gm18227",0.979278400310371,9.67099344125144,0.000639628271678007,7.46318225187689,NA
"ENSMUSG00000043542","Zc2hc1a",0.978205069891036,9.42207396949684,0.000707351964963996,10.4952665247665,"67306"
"ENSMUSG00000019087","Atp6ap1",0.977930904711396,9.36139010893079,0.00072519312939452,12.6111277213886,"54411"
"ENSMUSG00000038172","Ttc39b",0.977825111214858,9.33827186200112,0.000732136557676679,10.5612237343812,"69863"
"ENSMUSG00000078452","Raet1d",0.976976912513924,9.15865533750568,0.000788991997771325,7.4362590792324,"19368"
"ENSMUSG00000043932","Klri2",0.976588566455423,9.07965794690338,0.000815726983501485,7.40527384056984,"320407"
"ENSMUSG00000042807","Hecw2",0.976394171868079,9.04083975069141,0.000829275684433614,10.1658683685039,"329152"
"ENSMUSG00000025959","Klf7",0.97619771985467,9.00208908574509,0.000843080236641243,10.2818507325153,"93691"
"ENSMUSG00000007036","Abhd16a",0.976177778747053,8.99818214930066,0.000844487803993181,10.4336451635549,"193742"
"ENSMUSG00000029179","Zcchc4",0.975812150763157,8.92739528621565,0.00087050250065731,8.55032996253047,"78796"
"ENSMUSG00000052539","Magi3",0.975472344277666,8.86301448214291,0.000895030851710631,10.5375137768576,"99470"
"ENSMUSG00000042743","Sgtb",0.974986319538043,8.77319278865303,0.000930700982926685,11.5337028046316,"218544"
"ENSMUSG00000024736","Tmem132a",0.974704054988057,8.72220531053588,0.000951734005282832,12.1432387734289,"98170"
"ENSMUSG00000055044","Pdlim1",0.973947121696822,8.58953713155822,0.0010092869740985,8.48530309476187,"54132"
"ENSMUSG00000040569","Slc26a7",0.973427820755912,8.50177368685539,0.00104974001307941,7.95083753801199,"208890"
"ENSMUSG00000042605","Atxn2",0.973423297664416,8.5010204387536,0.00105009581764386,11.0299654131909,"20239"
"ENSMUSG00000041028","Ghitm",0.97305409209475,8.44016763700804,0.00107934046054094,13.1277344478285,"66092"
"ENSMUSG00000027030","Stk39",0.973034807601602,8.43702307144137,0.00108087891468885,10.6688089322153,"53416"
"ENSMUSG00000035969","Rusc2",0.972712671400773,8.38498213391551,0.00110673840385161,11.507395139334,"100213"
"ENSMUSG00000060568","Fam78b",0.972631651616676,8.37203626018836,0.00111328993083893,9.82795169840472,"226610"
"ENSMUSG00000037685","Atp8a1",0.972483735238234,8.34854681761941,0.00112530034090572,12.3256816828757,"11980"
"ENSMUSG00000036155","Mgat5",0.972416388745244,8.33791382736895,0.00113078984209864,11.3797298797889,"107895"
"ENSMUSG00000110105","Gm45844",0.97231916454435,8.32263114418875,0.00113873805267209,8.33902792238581,"76229"
"ENSMUSG00000054976","Nyap2",0.972175024303449,8.30011923311026,0.00115057245342482,9.69167994610832,"241134"
"ENSMUSG00000020953","Coch",0.971893319555569,8.25661637880376,0.00117387629360823,9.50948835860382,"12810"
"ENSMUSG00000118426","Gm2102",0.971779894865293,8.23928213766558,0.00118332461700743,7.52522896857024,NA
"ENSMUSG00000041263","Rusc1",0.971311469972538,8.16877135919368,0.0012227418470945,11.4919090845377,"72296"
"ENSMUSG00000027397","Slc20a1",0.971123874545437,8.14100849115162,0.00123870703308768,11.0164646005048,"20515"
"ENSMUSG00000030102","Itpr1",0.971033534703694,8.12773370873486,0.00124643192277167,13.5311513958091,"16438"
"ENSMUSG00000039254","Pomt1",0.970823196235016,8.09706173255115,0.00126450991640629,8.88451067681405,"99011"
"ENSMUSG00000029175","Slc35f6",0.970754612585913,8.08713128046604,0.00127043234453747,9.73718264308951,"74919"
"ENSMUSG00000021259","Cyp46a1",0.970685535487249,8.07716410547688,0.00127641123034783,11.8899436474406,"13116"
"ENSMUSG00000041720","Pi4ka",0.969878400519727,7.96321716173842,0.00134730130728804,12.4847470907009,"224020"
"ENSMUSG00000047126","Cltc",0.969841854676085,7.95816470170366,0.00135055597045522,13.6156580740091,"67300"
"ENSMUSG00000039318","Rab3gap2",0.968982101172498,7.84185267472762,0.00142824375544987,11.0795846360521,"98732"
"ENSMUSG00000039716","Dock3",0.968775956537766,7.81466971809423,0.00144719053683391,12.5181033799951,"208869"
"ENSMUSG00000036745","Ttll7",0.96870482602046,7.80535159756091,0.00145375681402702,12.3927188539654,"70892"
"ENSMUSG00000026915","Strbp",0.968603473545093,7.7921282677273,0.00146313837474705,11.6065775636296,"20744"
"ENSMUSG00000073530","Pappa2",0.96849712650018,7.77832087591576,0.00147301434338307,8.07381171116807,"23850"
"ENSMUSG00000037993","Dhx38",0.968196353848264,7.73964017999566,0.00150112361548132,10.0366938999832,"64340"
"ENSMUSG00000089872","Rps6kc1",0.968189949922311,7.73882248041898,0.00150172496353841,10.4347675874413,"320119"
"ENSMUSG00000041444","Arhgap32",0.967821881397526,7.69222919260302,0.00153648785933403,12.8828932103041,"330914"
"ENSMUSG00000036062","Phf24",0.967736573466092,7.68154230131311,0.00154460107437729,12.5268858078923,"230085"
"ENSMUSG00000047904","Sstr2",0.967491358765478,7.65105395849556,0.00156803987527579,9.12843353678582,"20606"
"ENSMUSG00000031889","Phaf1",0.967368028546867,7.6358478230978,0.0015798943364042,9.90343415258685,"234678"
"ENSMUSG00000028688","Toe1",0.967142258666604,7.60822974258928,0.00160170962751228,8.81368396150679,"68276"
"ENSMUSG00000040506","Ambra1",0.966685768817785,7.55323393405388,0.00164627029905196,10.5524849448824,"228361"
"ENSMUSG00000042744","Hectd4",0.965902882485358,7.46145621563756,0.00172409925096016,12.3015509894298,"269700"
"ENSMUSG00000035934","Pknox2",0.965891098946063,7.46009860395572,0.00172528425675625,10.4156821186229,"208076"
"ENSMUSG00000000532","Acvr1b",0.965620446390316,7.42910508536975,0.00175261303919506,11.5433621662706,"11479"
"ENSMUSG00000053580","Tanc2",0.965455680848791,7.41041263645774,0.00176935393793608,11.7847806679588,"77097"
"ENSMUSG00000021224","Numb",0.965056783375693,7.36569736278126,0.00181020925234578,10.1757698552656,"18222"
"ENSMUSG00000018362","Kpna2",0.964906626237862,7.34905952319285,0.00182570779058912,9.57899042438894,"16647"
"ENSMUSG00000039106","Htr5a",0.964846596197766,7.34243733860652,0.00183192208156458,9.27404622737353,"15563"
"ENSMUSG00000034634","Ly6d",0.964751365684306,7.33196613590144,0.00184180171294332,7.45409226850502,"17068"
"ENSMUSG00000031870","Pgr",0.96448979915709,7.30341839549715,0.00186907281939567,9.45474999102624,"18667"
"ENSMUSG00000024078","Ttc27",0.964233846812629,7.2757816382318,0.00189595022237749,9.18772037846609,"74196"
"ENSMUSG00000075478","Slitrk1",0.96384907779553,7.2347792946835,0.00193671113988054,11.0101016951664,"76965"
"ENSMUSG00000027797","Dclk1",0.963771099229768,7.22654786949589,0.00194502405807453,14.093789648018,"13175"
"ENSMUSG00000042303","Sgsm3",0.963436217958399,7.19149213021205,0.00198092398998029,10.2891746948976,"105835"
"ENSMUSG00000026113","Inpp4a",0.963337341014635,7.18123183578491,0.00199158577894152,11.6563744762172,"269180"
"ENSMUSG00000035941","Ibtk",0.963268358881096,7.17409776522288,0.00199904077664221,9.57358806739572,"108837"
"ENSMUSG00000044308","Ubr3",0.963160073442171,7.16293866765489,0.002010771073939,11.9817945478694,"68795"
"ENSMUSG00000052302","Tbc1d30",0.963052631150078,7.1519140715945,0.00202244352180073,11.0497980091273,"74694"
"ENSMUSG00000062604","Srpk2",0.962972647444594,7.14373757672766,0.00203115454588775,12.1508401291774,"20817"
"ENSMUSG00000030347","D6Wsu163e",0.962777241874093,7.12387071989896,0.00205251389043573,9.84291803005204,"28040"
"ENSMUSG00000027894","Slc6a17",0.962758367082062,7.12195985127466,0.00205458289289173,13.4496861390517,"229706"
