"Omics","Category","TermID","Description","Overlap","SetSize","CandidateSize","BackgroundSize","GeneRatio","BgRatio","FoldEnrichment","Pvalue","OverlapEntrez","padj","OverlapGenes"
"Proteomics","GO MF","GO:0004866","endopeptidase inhibitor activity",10,56,76,7403,"10/76","56/7403",17.3942669172932,1.72447117903989e-10,"11625/20700/94175/59083/20703/20701/16644/11699/20704/20714",8.57749904152399e-08,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO MF","GO:0030414","peptidase inhibitor activity",10,57,76,7403,"10/76","57/7403",17.0891043397969,2.07436494353664e-10,"11625/20700/94175/59083/20703/20701/16644/11699/20704/20714",8.57749904152399e-08,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO MF","GO:0061134","peptidase regulator activity",11,79,76,7403,"11/76","79/7403",13.5631245836109,3.27582144149227e-10,"11783/11625/20700/94175/59083/20703/20701/16644/11699/20704/20714",8.66804913700771e-08,"Apaf1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO MF","GO:0061135","endopeptidase regulator activity",10,61,76,7403,"10/76","61/7403",15.9685073339085,4.19252678936286e-10,"11625/20700/94175/59083/20703/20701/16644/11699/20704/20714",8.66804913700771e-08,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0010466","negative regulation of peptidase activity",11,90,76,7403,"11/76","90/7403",11.9054093567251,1.37908230000354e-09,"11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",6.13415807041575e-06,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0010951","negative regulation of endopeptidase activity",10,74,76,7403,"10/76","74/7403",13.1632290184922,3.00332964481461e-09,"11625/20700/94175/59083/20703/11540/20701/16644/20704/20714",6.6794051300677e-06,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Serpina1e/Serpina3k"
"Proteomics","GO MF","GO:0004867","serine-type endopeptidase inhibitor activity",7,33,76,7403,"7/76","33/7403",20.6622807017544,3.13034911070425e-08,"20700/94175/20703/20701/11699/20704/20714",5.17759742910484e-06,"Serpina1a/Hrg/Serpina1d/Serpina1b/Ambp/Serpina1e/Serpina3k"
"Proteomics","KEGG","mmu04610","Complement and coagulation cascades",7,42,76,7403,"7/76","42/7403",16.234649122807,1.83631561110781e-07,"12279/13136/16644/20700/20701/20703/20704",5.78439417498959e-05,"C9/Cd55/Kng1/Serpina1a/Serpina1b/Serpina1d/Serpina1e"
"Proteomics","GO BP","GO:0052547","regulation of peptidase activity",12,178,76,7403,"12/76","178/7403",6.56682436428149,2.09383668466728e-07,"11783/11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.000234827732957049,"Apaf1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0051346","negative regulation of hydrolase activity",11,148,76,7403,"11/76","148/7403",7.2397759601707,2.63970023557834e-07,"11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.000234827732957049,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0045861","negative regulation of proteolysis",11,148,76,7403,"11/76","148/7403",7.2397759601707,2.63970023557834e-07,"11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.000234827732957049,"Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0052548","regulation of endopeptidase activity",11,156,76,7403,"11/76","156/7403",6.86850539811066,4.50151045818451e-07,"11783/11625/20700/94175/59083/20703/11540/20701/16644/20704/20714",0.000333711975300078,"Apaf1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Serpina1e/Serpina3k"
"Proteomics","GO MF","GO:0004857","enzyme inhibitor activity",11,162,76,7403,"11/76","162/7403",6.61411630929175,6.58116943377848e-07,"13136/11625/20700/94175/59083/20703/20701/16644/11699/20704/20714",9.07104520289134e-05,"Cd55/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO MF","GO:0140678","molecular function inhibitor activity",12,213,76,7403,"12/76","213/7403",5.48776871756857,1.44679687499829e-06,"209268/13136/11625/20700/94175/59083/20703/20701/16644/11699/20704/20714",0.000170928716517656,"Igsf1/Cd55/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0010288","response to lead ion",4,10,76,7403,"4/76","10/7403",38.9631578947368,2.05596609604694e-06,"20700/20703/20701/20704",0.00130641959931669,"Serpina1a/Serpina1d/Serpina1b/Serpina1e"
"Proteomics","GO MF","GO:0004869","cysteine-type endopeptidase inhibitor activity",4,10,76,7403,"4/76","10/7403",38.9631578947368,2.05596609604694e-06,"11625/94175/59083/16644",0.000212535495178853,"Ahsg/Hrg/Fetub/Kng1"
"Proteomics","GO BP","GO:0043086","negative regulation of catalytic activity",12,313,76,7403,"12/76","313/7403",3.73448797713133,7.17930537231351e-05,"94245/11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.0399169378700631,"Dtnbp1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO CC","GO:0005615","extracellular space",14,429,76,7403,"14/76","429/7403",3.17881241565452,9.75879492946722e-05,"235312/16206/11625/20700/59083/14473/20703/54447/20701/16644/11699/20704/12279/20714",0.0581624177796247,"C1qtnf5/Lrig1/Ahsg/Serpina1a/Fetub/Gc/Serpina1d/Asah2/Serpina1b/Kng1/Ambp/Serpina1e/C9/Serpina3k"
"Proteomics","GO BP","GO:0030262","apoptotic nuclear changes",3,10,76,7403,"3/76","10/7403",29.2223684210526,0.000118492589691093,"11783/106025/66454",0.0585616709939981,"Apaf1/Sharpin/Nmnat1"
"Proteomics","GO BP","GO:0030162","regulation of proteolysis",12,340,76,7403,"12/76","340/7403",3.43792569659443,0.000157995663190581,"11783/11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.0653957814177231,"Apaf1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0006921","cellular component disassembly involved in execution phase of apoptosis",3,11,76,7403,"3/76","11/7403",26.5657894736842,0.000161725178865772,"11783/106025/66454",0.0653957814177231,"Apaf1/Sharpin/Nmnat1"
"Proteomics","GO BP","GO:0006959","humoral immune response",5,53,76,7403,"5/76","53/7403",9.18942403177756,0.000195090664085832,"13136/22353/94175/16644/12279",0.0723136061544819,"Cd55/Vip/Hrg/Kng1/C9"
"Proteomics","GO BP","GO:0006953","acute-phase response",3,13,76,7403,"3/76","13/7403",22.4787449392713,0.000276204713028873,"11625/20700/20701",0.0945045048886481,"Ahsg/Serpina1a/Serpina1b"
"Proteomics","GO BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",3,16,76,7403,"3/76","16/7403",18.2639802631579,0.000528956307778119,"22353/94175/16644",0.168056975499791,"Vip/Hrg/Kng1"
"Proteomics","GO BP","GO:0141061","disruption of cell in another organism",3,17,76,7403,"3/76","17/7403",17.1896284829721,0.000637576337578159,"94175/16644/12279",0.177246221846728,"Hrg/Kng1/C9"
"Proteomics","GO BP","GO:0031640","killing of cells of another organism",3,17,76,7403,"3/76","17/7403",17.1896284829721,0.000637576337578159,"94175/16644/12279",0.177246221846728,"Hrg/Kng1/C9"
"Proteomics","GO MF","GO:0003823","antigen binding",3,17,76,7403,"3/76","17/7403",17.1896284829721,0.000637576337578159,"14999/621968/16136",0.0585861812419041,"H2-DMb1/Trbv1/Igll1"
"Proteomics","GO BP","GO:0050433","regulation of catecholamine secretion",4,41,76,7403,"4/76","41/7403",9.50320924261874,0.000779029647151767,"94245/22353/54524/11540",0.203830815913592,"Dtnbp1/Vip/Syt6/Adora2a"
"Proteomics","GO BP","GO:0141060","disruption of anatomical structure in another organism",3,19,76,7403,"3/76","19/7403",15.3801939058172,0.000895228667514395,"94175/16644/12279",0.214684468442849,"Hrg/Kng1/C9"
"Proteomics","GO BP","GO:0044092","negative regulation of molecular function",13,472,76,7403,"13/76","472/7403",2.68284455842997,0.000917042468618283,"11472/94245/11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.214684468442849,"Actn2/Dtnbp1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0050432","catecholamine secretion",4,48,76,7403,"4/76","48/7403",8.11732456140351,0.0014178510062732,"94245/22353/54524/11540",0.31533006379516,"Dtnbp1/Vip/Syt6/Adora2a"
"Proteomics","GO BP","GO:0019730","antimicrobial humoral response",3,24,76,7403,"3/76","24/7403",12.1759868421053,0.00180223341613156,"22353/94175/16644",0.381730201664437,"Vip/Hrg/Kng1"
"Proteomics","GO MF","GO:0002020","protease binding",5,86,76,7403,"5/76","86/7403",5.66324969400245,0.00182052573412901,"20700/20703/20701/16644/20704",0.15055747821247,"Serpina1a/Serpina1d/Serpina1b/Kng1/Serpina1e"
"Proteomics","GO CC","GO:0030312","external encapsulating structure",7,179,76,7403,"7/76","179/7403",3.8092472802117,0.0023041925865074,"16206/11625/20700/94175/16644/11699/20714",0.45776626051947,"Lrig1/Ahsg/Serpina1a/Hrg/Kng1/Ambp/Serpina3k"
"Proteomics","GO CC","GO:0031012","extracellular matrix",7,179,76,7403,"7/76","179/7403",3.8092472802117,0.0023041925865074,"16206/11625/20700/94175/16644/11699/20714",0.45776626051947,"Lrig1/Ahsg/Serpina1a/Hrg/Kng1/Ambp/Serpina3k"
"Proteomics","GO BP","GO:0051937","catecholamine transport",4,56,76,7403,"4/76","56/7403",6.95770676691729,0.00251586963105534,"94245/22353/54524/11540",0.50866309631519,"Dtnbp1/Vip/Syt6/Adora2a"
"Proteomics","GO BP","GO:0097194","execution phase of apoptosis",3,29,76,7403,"3/76","29/7403",10.0766787658802,0.0031361196295978,"11783/106025/66454",0.579987676212437,"Apaf1/Sharpin/Nmnat1"
"Proteomics","GO BP","GO:0009725","response to hormone",10,355,76,7403,"10/76","355/7403",2.74388435878428,0.00320005938279612,"94284/20606/11472/20788/11625/20700/20703/20701/20704/20714",0.579987676212437,"Ugt1a6a/Sstr2/Actn2/Srebf2/Ahsg/Serpina1a/Serpina1d/Serpina1b/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0051336","regulation of hydrolase activity",12,479,76,7403,"12/76","479/7403",2.44028128777057,0.00325982282043861,"11783/11625/20700/94175/59083/20703/11540/20701/16644/11699/20704/20714",0.579987676212437,"Apaf1/Ahsg/Serpina1a/Hrg/Fetub/Serpina1d/Adora2a/Serpina1b/Kng1/Ambp/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0001906","cell killing",4,63,76,7403,"4/76","63/7403",6.18462823725982,0.0038657120437187,"13136/94175/16644/12279",0.6613341219408,"Cd55/Hrg/Kng1/C9"
"Proteomics","GO BP","GO:0015844","monoamine transport",4,65,76,7403,"4/76","65/7403",5.99433198380567,0.00432662393622515,"94245/22353/54524/11540",0.712771232160351,"Dtnbp1/Vip/Syt6/Adora2a"
"Proteomics","GO CC","GO:0005865","striated muscle thin filament",2,10,76,7403,"2/76","10/7403",19.4815789473684,0.00443766193791273,"225288/11472",0.535195097254591,"Fhod3/Actn2"
"Proteomics","GO CC","GO:0062023","collagen-containing extracellular matrix",6,152,76,7403,"6/76","152/7403",3.84504847645429,0.00454990583871647,"11625/20700/94175/16644/11699/20714",0.535195097254591,"Ahsg/Serpina1a/Hrg/Kng1/Ambp/Serpina3k"
"Proteomics","GO BP","GO:0009566","fertilization",4,66,76,7403,"4/76","66/7403",5.90350877192982,0.00457042324565085,"56449/54524/22068/59083",0.726044378451964,"Ybx3/Syt6/Trpc6/Fetub"
"Proteomics","GO BP","GO:0002526","acute inflammatory response",3,35,76,7403,"3/76","35/7403",8.34924812030075,0.00537534640238777,"11625/20700/20701",0.773072459164891,"Ahsg/Serpina1a/Serpina1b"
"Proteomics","GO BP","GO:0051954","positive regulation of amine transport",3,35,76,7403,"3/76","35/7403",8.34924812030075,0.00537534640238777,"94245/22353/11540",0.773072459164891,"Dtnbp1/Vip/Adora2a"
"Proteomics","GO BP","GO:0014049","positive regulation of glutamate secretion",2,11,76,7403,"2/76","11/7403",17.7105263157895,0.00538787010658985,"94245/11540",0.773072459164891,"Dtnbp1/Adora2a"
"Proteomics","GO CC","GO:0036379","myofilament",2,11,76,7403,"2/76","11/7403",17.7105263157895,0.00538787010658985,"225288/11472",0.535195097254591,"Fhod3/Actn2"
"Proteomics","GO BP","GO:0051952","regulation of amine transport",4,72,76,7403,"4/76","72/7403",5.41154970760234,0.00622967560561984,"94245/22353/54524/11540",0.840231842963324,"Dtnbp1/Vip/Syt6/Adora2a"
"Proteomics","GO BP","GO:0009620","response to fungus",2,12,76,7403,"2/76","12/7403",16.234649122807,0.00642263549027721,"22353/94175",0.840231842963324,"Vip/Hrg"
"Proteomics","GO BP","GO:0006670","sphingosine metabolic process",2,12,76,7403,"2/76","12/7403",16.234649122807,0.00642263549027721,"20773/54447",0.840231842963324,"Sptlc2/Asah2"
"Proteomics","GO BP","GO:0043434","response to peptide hormone",7,218,76,7403,"7/76","218/7403",3.1277764365041,0.00681109963668529,"11472/11625/20700/20703/20701/20704/20714",0.85497046247823,"Actn2/Ahsg/Serpina1a/Serpina1d/Serpina1b/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0010035","response to inorganic substance",8,275,76,7403,"8/76","275/7403",2.83368421052632,0.00691972496610078,"54524/22068/20700/94175/20703/11540/20701/20704",0.85497046247823,"Syt6/Trpc6/Serpina1a/Hrg/Serpina1d/Adora2a/Serpina1b/Serpina1e"
"Proteomics","GO MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",3,39,76,7403,"3/76","39/7403",7.49291497975708,0.00728905574768634,"94284/54447/238023",0.51964326939864,"Ugt1a6a/Asah2/Hexd"
"Proteomics","GO BP","GO:0006958","complement activation, classical pathway",2,13,76,7403,"2/76","13/7403",14.9858299595142,0.00754016835886781,"13136/12279",0.88259654895379,"Cd55/C9"
"Proteomics","GO BP","GO:0046519","sphingoid metabolic process",2,13,76,7403,"2/76","13/7403",14.9858299595142,0.00754016835886781,"20773/54447",0.88259654895379,"Sptlc2/Asah2"
"Proteomics","GO MF","GO:0005179","hormone activity",2,13,76,7403,"2/76","13/7403",14.9858299595142,0.00754016835886781,"22353/16644",0.51964326939864,"Vip/Kng1"
"Proteomics","KEGG","mmu00140","Steroid hormone biosynthesis",2,13,76,7403,"2/76","13/7403",14.9858299595142,0.00754016835886781,"192970/94284",1,"Dhrs11/Ugt1a6a"
"Proteomics","GO BP","GO:0015837","amine transport",4,77,76,7403,"4/76","77/7403",5.06015037593985,0.00788569999090013,"94245/22353/54524/11540",0.899374193833944,"Dtnbp1/Vip/Syt6/Adora2a"
"Proteomics","GO BP","GO:0002250","adaptive immune response",5,122,76,7403,"5/76","122/7403",3.99212683347714,0.00814817392527606,"13136/76438/14999/16136/12279",0.906076940490697,"Cd55/Rftn1/H2-DMb1/Igll1/C9"
"Proteomics","GO BP","GO:0034312","diol biosynthetic process",2,14,76,7403,"2/76","14/7403",13.9154135338346,0.00873870597801434,"20773/54447",0.948043029029459,"Sptlc2/Asah2"
"Proteomics","GO BP","GO:0097305","response to alcohol",4,81,76,7403,"4/76","81/7403",4.81026640675764,0.00940174586969254,"20700/20703/20701/20704",0.995689657818867,"Serpina1a/Serpina1d/Serpina1b/Serpina1e"
"Proteomics","GO BP","GO:0010038","response to metal ion",6,182,76,7403,"6/76","182/7403",3.21124927703875,0.0107125006544186,"54524/20700/94175/20703/20701/20704",1,"Syt6/Serpina1a/Hrg/Serpina1d/Serpina1b/Serpina1e"
"Proteomics","GO BP","GO:0014048","regulation of glutamate secretion",2,16,76,7403,"2/76","16/7403",12.1759868421053,0.0113718773906552,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO MF","GO:0016409","palmitoyltransferase activity",2,16,76,7403,"2/76","16/7403",12.1759868421053,0.0113718773906552,"68268/20773",0.723426354005525,"Zdhhc21/Sptlc2"
"Proteomics","GO BP","GO:0019724","B cell mediated immunity",3,46,76,7403,"3/76","46/7403",6.35268878718535,0.0115035086965571,"13136/16136/12279",1,"Cd55/Igll1/C9"
"Proteomics","GO BP","GO:0016064","immunoglobulin mediated immune response",3,46,76,7403,"3/76","46/7403",6.35268878718535,0.0115035086965571,"13136/16136/12279",1,"Cd55/Igll1/C9"
"Proteomics","KEGG","mmu04080","Neuroactive ligand-receptor interaction",4,90,76,7403,"4/76","90/7403",4.32923976608187,0.0134773850946431,"11540/16644/20606/22353",1,"Adora2a/Kng1/Sstr2/Vip"
"Proteomics","GO BP","GO:0002449","lymphocyte mediated immunity",4,91,76,7403,"4/76","91/7403",4.28166570271833,0.0139896149469752,"13136/76438/16136/12279",1,"Cd55/Rftn1/Igll1/C9"
"Proteomics","GO BP","GO:0071384","cellular response to corticosteroid stimulus",2,18,76,7403,"2/76","18/7403",10.8230994152047,0.0143085744293659,"94284/20606",1,"Ugt1a6a/Sstr2"
"Proteomics","GO BP","GO:0071385","cellular response to glucocorticoid stimulus",2,18,76,7403,"2/76","18/7403",10.8230994152047,0.0143085744293659,"94284/20606",1,"Ugt1a6a/Sstr2"
"Proteomics","GO BP","GO:0034311","diol metabolic process",2,18,76,7403,"2/76","18/7403",10.8230994152047,0.0143085744293659,"20773/54447",1,"Sptlc2/Asah2"
"Proteomics","GO BP","GO:0002455","humoral immune response mediated by circulating immunoglobulin",2,18,76,7403,"2/76","18/7403",10.8230994152047,0.0143085744293659,"13136/12279",1,"Cd55/C9"
"Proteomics","GO BP","GO:0001956","positive regulation of neurotransmitter secretion",2,18,76,7403,"2/76","18/7403",10.8230994152047,0.0143085744293659,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO BP","GO:0007338","single fertilization",3,50,76,7403,"3/76","50/7403",5.84447368421053,0.0144261934047353,"54524/22068/59083",1,"Syt6/Trpc6/Fetub"
"Proteomics","GO BP","GO:1901652","response to peptide",7,252,76,7403,"7/76","252/7403",2.70577485380117,0.0144453901537465,"11472/11625/20700/20703/20701/20704/20714",1,"Actn2/Ahsg/Serpina1a/Serpina1d/Serpina1b/Serpina1e/Serpina3k"
"Proteomics","GO BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",4,92,76,7403,"4/76","92/7403",4.23512585812357,0.014514091392778,"13136/76438/16136/12279",1,"Cd55/Rftn1/Igll1/C9"
"Proteomics","GO BP","GO:0015850","organic hydroxy compound transport",5,142,76,7403,"5/76","142/7403",3.42985544848036,0.0150451418085639,"94245/22353/20788/54524/11540",1,"Dtnbp1/Vip/Srebf2/Syt6/Adora2a"
"Proteomics","GO MF","GO:0016798","hydrolase activity, acting on glycosyl bonds",3,51,76,7403,"3/76","51/7403",5.72987616099071,0.0152166311307189,"94284/54447/238023",0.89886813893604,"Ugt1a6a/Asah2/Hexd"
"Proteomics","GO BP","GO:0006956","complement activation",2,20,76,7403,"2/76","20/7403",9.74078947368421,0.017535631522217,"13136/12279",1,"Cd55/C9"
"Proteomics","GO BP","GO:0043267","negative regulation of potassium ion transport",2,20,76,7403,"2/76","20/7403",9.74078947368421,0.017535631522217,"11472/22353",1,"Actn2/Vip"
"Proteomics","GO BP","GO:0045214","sarcomere organization",2,20,76,7403,"2/76","20/7403",9.74078947368421,0.017535631522217,"225288/11472",1,"Fhod3/Actn2"
"Proteomics","KEGG","mmu04640","Hematopoietic cell lineage",2,21,76,7403,"2/76","21/7403",9.27694235588972,0.0192540402388469,"13136/14999",1,"Cd55/H2-DMb1"
"Proteomics","GO BP","GO:0007204","positive regulation of cytosolic calcium ion concentration",3,57,76,7403,"3/76","57/7403",5.12673130193906,0.020467500039098,"13136/22068/16644",1,"Cd55/Trpc6/Kng1"
"Proteomics","GO BP","GO:0007186","G protein-coupled receptor signaling pathway",7,271,76,7403,"7/76","271/7403",2.51607108176345,0.0207238580954751,"20606/11472/68268/22353/330485/14709/11540",1,"Sstr2/Actn2/Zdhhc21/Vip/Tmem145/Gng8/Adora2a"
"Proteomics","GO BP","GO:0051590","positive regulation of neurotransmitter transport",2,22,76,7403,"2/76","22/7403",8.85526315789474,0.0210402821036787,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO BP","GO:0030195","negative regulation of blood coagulation",2,23,76,7403,"2/76","23/7403",8.47025171624714,0.0228928219243195,"94175/16644",1,"Hrg/Kng1"
"Proteomics","GO BP","GO:1900047","negative regulation of hemostasis",2,23,76,7403,"2/76","23/7403",8.47025171624714,0.0228928219243195,"94175/16644",1,"Hrg/Kng1"
"Proteomics","GO BP","GO:0051957","positive regulation of amino acid transport",2,23,76,7403,"2/76","23/7403",8.47025171624714,0.0228928219243195,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO MF","GO:0042805","actinin binding",2,23,76,7403,"2/76","23/7403",8.47025171624714,0.0228928219243195,"22068/11540",1,"Trpc6/Adora2a"
"Proteomics","GO BP","GO:0014047","glutamate secretion",2,24,76,7403,"2/76","24/7403",8.11732456140351,0.0248101481523366,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO BP","GO:0050819","negative regulation of coagulation",2,24,76,7403,"2/76","24/7403",8.11732456140351,0.0248101481523366,"94175/16644",1,"Hrg/Kng1"
"Proteomics","KEGG","mmu05322","Systemic lupus erythematosus",2,24,76,7403,"2/76","24/7403",8.11732456140351,0.0248101481523366,"12279/14999",1,"C9/H2-DMb1"
"Proteomics","GO BP","GO:0042311","vasodilation",2,26,76,7403,"2/76","26/7403",7.49291497975708,0.0288332299809543,"11540/16644",1,"Adora2a/Kng1"
"Proteomics","GO BP","GO:0062197","cellular response to chemical stress",5,169,76,7403,"5/76","169/7403",2.88189037682965,0.029403865980669,"234371/56449/22068/93734/11699",1,"Tmem161a/Ybx3/Trpc6/Mpv17l/Ambp"
"Proteomics","GO BP","GO:0014059","regulation of dopamine secretion",2,27,76,7403,"2/76","27/7403",7.21539961013645,0.0309360779043562,"94245/54524",1,"Dtnbp1/Syt6"
"Proteomics","GO BP","GO:0046513","ceramide biosynthetic process",2,28,76,7403,"2/76","28/7403",6.95770676691729,0.0330978962731321,"20773/54447",1,"Sptlc2/Asah2"
"Proteomics","GO BP","GO:0051968","positive regulation of synaptic transmission, glutamatergic",2,29,76,7403,"2/76","29/7403",6.71778584392014,0.0353172871356162,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO BP","GO:0014046","dopamine secretion",2,30,76,7403,"2/76","30/7403",6.49385964912281,0.0375928743609439,"94245/54524",1,"Dtnbp1/Syt6"
"Proteomics","GO BP","GO:0051384","response to glucocorticoid",2,30,76,7403,"2/76","30/7403",6.49385964912281,0.0375928743609439,"94284/20606",1,"Ugt1a6a/Sstr2"
"Proteomics","GO BP","GO:0071478","cellular response to radiation",3,73,76,7403,"3/76","73/7403",4.00306416726748,0.0387520516626702,"239364/234371/18971",1,"Tspyl5/Tmem161a/Pold1"
"Proteomics","GO CC","GO:1905360","GTPase complex",2,31,76,7403,"2/76","31/7403",6.28438030560272,0.0399233033480217,"52187/14709",1,"Rragd/Gng8"
"Proteomics","GO BP","GO:0030239","myofibril assembly",2,32,76,7403,"2/76","32/7403",6.08799342105263,0.0423072407380493,"225288/11472",1,"Fhod3/Actn2"
"Proteomics","GO BP","GO:0061045","negative regulation of wound healing",2,32,76,7403,"2/76","32/7403",6.08799342105263,0.0423072407380493,"94175/16644",1,"Hrg/Kng1"
"Proteomics","GO BP","GO:0046173","polyol biosynthetic process",2,32,76,7403,"2/76","32/7403",6.08799342105263,0.0423072407380493,"20773/54447",1,"Sptlc2/Asah2"
"Proteomics","GO BP","GO:0032892","positive regulation of organic acid transport",2,32,76,7403,"2/76","32/7403",6.08799342105263,0.0423072407380493,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","GO BP","GO:0031960","response to corticosteroid",2,32,76,7403,"2/76","32/7403",6.08799342105263,0.0423072407380493,"94284/20606",1,"Ugt1a6a/Sstr2"
"Proteomics","GO BP","GO:0002443","leukocyte mediated immunity",4,129,76,7403,"4/76","129/7403",3.0203998368013,0.0431636871850278,"13136/76438/16136/12279",1,"Cd55/Rftn1/Igll1/C9"
"Proteomics","GO MF","GO:0003682","chromatin binding",6,252,76,7403,"6/76","252/7403",2.31923558897243,0.0441864122226654,"239364/494448/18971/20788/71765/20687",1,"Tspyl5/Cbx6/Pold1/Srebf2/Klhdc3/Sp3"
"Proteomics","GO BP","GO:0097746","blood vessel diameter maintenance",3,77,76,7403,"3/76","77/7403",3.79511278195489,0.0442834604644811,"68268/11540/16644",1,"Zdhhc21/Adora2a/Kng1"
"Proteomics","GO BP","GO:0035296","regulation of tube diameter",3,77,76,7403,"3/76","77/7403",3.79511278195489,0.0442834604644811,"68268/11540/16644",1,"Zdhhc21/Adora2a/Kng1"
"Proteomics","GO BP","GO:0035150","regulation of tube size",3,77,76,7403,"3/76","77/7403",3.79511278195489,0.0442834604644811,"68268/11540/16644",1,"Zdhhc21/Adora2a/Kng1"
"Proteomics","GO BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway",2,33,76,7403,"2/76","33/7403",5.90350877192982,0.0447433741305553,"11472/22353",1,"Actn2/Vip"
"Proteomics","GO BP","GO:0046634","regulation of alpha-beta T cell activation",2,33,76,7403,"2/76","33/7403",5.90350877192982,0.0447433741305553,"13136/11540",1,"Cd55/Adora2a"
"Proteomics","GO BP","GO:0051955","regulation of amino acid transport",2,33,76,7403,"2/76","33/7403",5.90350877192982,0.0447433741305553,"94245/11540",1,"Dtnbp1/Adora2a"
"Proteomics","KEGG","mmu05416","Viral myocarditis",2,33,76,7403,"2/76","33/7403",5.90350877192982,0.0447433741305553,"13136/14999",1,"Cd55/H2-DMb1"
"Proteomics","GO BP","GO:0050878","regulation of body fluid levels",4,132,76,7403,"4/76","132/7403",2.95175438596491,0.0463103214237617,"94245/94175/11540/16644",1,"Dtnbp1/Hrg/Adora2a/Kng1"
"Proteomics","GO BP","GO:0098542","defense response to other organism",8,392,76,7403,"8/76","392/7403",1.98791621911923,0.0468346991276319,"13136/22353/76438/106025/94175/14302/16644/12279",1,"Cd55/Vip/Rftn1/Sharpin/Hrg/Frk/Kng1/C9"
"Proteomics","GO BP","GO:0046165","alcohol biosynthetic process",3,79,76,7403,"3/76","79/7403",3.69903397734843,0.0471894552349266,"20773/20788/54447",1,"Sptlc2/Srebf2/Asah2"
"Proteomics","GO BP","GO:0022405","hair cycle process",2,34,76,7403,"2/76","34/7403",5.72987616099071,0.0472304118029047,"68268/16206",1,"Zdhhc21/Lrig1"
"Proteomics","GO BP","GO:0022404","molting cycle process",2,34,76,7403,"2/76","34/7403",5.72987616099071,0.0472304118029047,"68268/16206",1,"Zdhhc21/Lrig1"
