"GeneID","GeneName","baseMean","log2FoldChange_raw","log2FoldChange","lfcSE","stat","pvalue","padj","FDRRegulation","ThresholdRegulation"
"ENSMUSG00000078377","Gm4294",41.0124513573798,-8.82489350298136,-9.57109407653619,2.9964626531168,-6.26033348189791,3.84155078548944e-10,4.60453211727502e-06,"FDR down","Down"
"ENSMUSG00000090381","Gm6158",14.8117314437394,-7.35847302078254,-7.87641120732045,2.72027213135308,-5.67483394184328,1.38823254853748e-08,4.34271403128657e-05,"FDR down","Down"
"ENSMUSG00000102070","Gm28661",110271.846332183,-0.606834364078842,-0.567470119183581,0.110651687967652,-5.67175178476637,1.41344670195778e-08,4.34271403128657e-05,"FDR down","Down"
"ENSMUSG00000047215","Rpl9",5297.27305807421,-0.558656980404567,-0.520789509032796,0.104465187003285,-5.53783654017093,3.06230864869618e-08,8.2326340134386e-05,"FDR down","Down"
"ENSMUSG00000064370","mt-Cytb",126042.607903085,-0.533338960652404,-0.503373410152807,0.105713691510826,-5.24206299601352,1.58791134490933e-07,0.000284593410791375,"FDR down","Down"
"ENSMUSG00000064341","mt-Nd1",98249.9735835878,-0.584043179530896,-0.550922288650967,0.117103923861383,-5.19380413442708,2.06039910086801e-07,0.000340869257402832,"FDR down","Down"
"ENSMUSG00000045886","Pam16l",179.806393945815,-1.19747164409243,-1.08950413415259,0.255742015882453,-4.92475400032816,8.44665471800569e-07,0.00113538876887593,"FDR down","Down"
"ENSMUSG00000059325","Hopx",688.914798274228,-0.960441110636513,-0.866886748422465,0.213784319456134,-4.75052109365062,2.02893127849792e-06,0.00229664342140289,"FDR down","Down"
"ENSMUSG00000029638","Glcci1",438.047616272156,0.673185727752405,0.607742501723444,0.150983531785293,4.70613424212715,2.52458308023223e-06,0.00263863556915778,"FDR up","Up"
"ENSMUSG00000064360","mt-Nd3",19875.7652844541,-0.61253936387766,-0.549039524575668,0.140093424901177,-4.62742724701926,3.70236227025447e-06,0.00331777938943179,"FDR down","Down"
"ENSMUSG00000027301","Oxt",21.5209646021433,-4.96956267858817,-4.39528169533617,1.18454157330906,-4.39274281808177,1.11929506842454e-05,0.00737947000650834,"FDR down","Down"
"ENSMUSG00000064368","mt-Nd6",2399.62090989333,-0.776090032020617,-0.685926421860429,0.189737538106233,-4.37629956256688,1.20711089752046e-05,0.00737947000650834,"FDR down","Down"
"ENSMUSG00000037727","Avp",18.1143323836122,-3.86131447301292,-3.371787551383,0.97130868460428,-4.23596448448409,2.27572748107375e-05,0.0102267176040059,"FDR down","Down"
"ENSMUSG00000096887","Mtrnr2l7",11055.5206380753,-0.648787714270823,-0.553398754614204,0.166792039576069,-4.19218457522323,2.7628106692902e-05,0.0114268786662354,"FDR down","Down"
"ENSMUSG00000034402","Kcnh5",237.366558158534,1.01034386532036,0.878402878951751,0.263054820122089,4.1613886515805,3.16318221759314e-05,0.0125982518432918,"FDR up","Up"
"ENSMUSG00000006014","Prg4",139.060735066428,1.60506807613341,1.39064220424909,0.42233970062675,4.13713388464801,3.51670933912171e-05,0.013506047813659,"FDR up","Up"
"ENSMUSG00000087141","Plcxd2",1758.20011893552,0.823400157620132,0.713818611494364,0.21692277448606,4.11597108555377,3.85552641705741e-05,0.0140543740087549,"FDR up","Up"
"ENSMUSG00000037096","Gm9762",86.9783100697305,1.01446225514687,0.875858349059613,0.269988064793359,4.08149412708354,4.47471086088746e-05,0.0157766568008371,"FDR up","Up"
"ENSMUSG00000047976","Kcna1",1314.82996250539,0.652363918112167,0.56454869902805,0.173252117319645,4.07743361000379,4.55355259330685e-05,0.0157956863910081,"FDR up","Up"
"ENSMUSG00000067038","Rps12-ps3",270.868813541085,-1.04351689055023,-0.896479295972696,0.281266665739421,-4.04813798785597,5.16267082581896e-05,0.0170982813730457,"FDR down","Down"
"ENSMUSG00000020953","Coch",472.962916688266,1.02271927785846,0.878749979750112,0.276994591599131,4.03400955878289,5.48330858365514e-05,0.017601420553533,"FDR up","Up"
"ENSMUSG00000070522","Gm6505",5.19283140582082,5.80967707049238,5.61936853665266,2.59961564839817,3.95610356387969,7.61821449974259e-05,0.0234064198922806,"FDR up","Up"
"ENSMUSG00000064357","mt-Atp6",133770.195397986,-0.592918227191556,-0.504249111181757,0.166108997286859,-3.90111328300547,9.57513274498506e-05,0.0257415474932992,"FDR down","Down"
"ENSMUSG00000084416","Rpl10a-ps1",703.619277393284,-0.613574869835152,-0.519029237082416,0.174586032002592,-3.85570196783262,0.00011539801034169,0.028527184004813,"FDR down","Down"
"ENSMUSG00000087412","Gm15501",34.9956102562415,-2.1285720531446,-1.78190206656572,0.618494710081504,-3.83764967197937,0.000124217523732728,0.0300173739653907,"FDR down","Down"
"ENSMUSG00000058174","Gm5148",374.662878387028,-0.763441449232224,-0.631995462881457,0.229522258735377,-3.71413134280051,0.000203902878372362,0.0424471705494533,"FDR down","Down"
"ENSMUSG00000095597","Rps7-ps3",591.337312889087,-0.715712442843318,-0.589791344502222,0.218448610716276,-3.66941292046161,0.000243108129800931,0.0446882610908429,"FDR down","Down"
